,Protein ID,Protein Descrip,Carbo1 ID,Carbo1 Descrip,Carbo2 ID,Carbo2 Descrip,Vege ID,Vege Descrip,Fruit ID,Fruit Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g
10,23296.0,"Beef, Australian, grass-fed,  external fat, raw",20138.0,"Wheat, KAMUT khorasan, uncooked",28091.0,"KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal",11203.0,"Cress, garden, raw",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",1404.0,34.08,78.16000000000001,154.36,54.809999999999995
11,7077.0,"Smoked link sausage, pork and beef, nonfat dry milk added",18317.0,"Pie, egg custard, commercially prepared",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",11024.0,"Balsam-pear (bitter gourd), pods, raw",9252.0,"Pears, raw",699.0,20.73,39.67,67.88000000000001,21.33
12,7206.0,OSCAR MAYER. Bologna (Wisconsin made ring),1229.0,"Cheese, white, queso blanco",11447.0,"Sesbania flower, raw",11182.0,"Corn, yellow, whole kernel, frozen, microwaved",9055.0,"Blueberries, frozen, sweetened",866.0,37.48,54.3,59.68000000000001,27.04
13,7952.0,"Bologna, chicken, turkey, pork",28198.0,"MOTHER'S, Double Fudge Creme Sandwich Cookies",1212.0,"Milk, dry, whole, without added vitamin D",11008.0,"Artichokes, (globe or french), cooked, boiled, drained, without salt",9144.0,"Jackfruit, raw",1399.0,46.11,74.27,149.27,91.59
14,23640.0,"Beef, variety meats and by-products, tripe, cooked, simmered",1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",1089.0,"Milk, low sodium, fluid",11487.0,"Squash, winter, butternut, frozen, unprepared",9503.0,"Apples, raw, gala, with skin",665.0,66.82000000000001,19.730000000000004,56.54,21.66
15,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",18242.0,"Croutons, plain",11447.0,"Sesbania flower, raw",11400.0,"Potatoes, frozen, whole, unprepared",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",700.0,20.34,7.9799999999999995,139.11,19.830000000000002
16,7952.0,"Bologna, chicken, turkey, pork",11609.0,"Beets, pickled, canned, solids and liquids",28125.0,"KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies",11982.0,"Peppers, pasilla, dried",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",1420.0,29.140000000000004,74.58,173.26,78.92
17,15244.0,"Mollusks, oyster, eastern, wild, cooked, dry heat",11949.0,"Catsup, low sodium",28039.0,"KASHI, TLC, Happy Trail Mix Cookies",11596.0,"Winged beans, immature seeds, cooked, boiled, drained, without salt",9021.0,"Apricots, raw",719.0,24.719999999999995,21.900000000000002,115.36,58.07
18,15089.0,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",28272.0,"MURRAY, Chocolate Creme Sandwich Cookies",11809.0,"Peas, edible-podded, cooked, boiled, drained, with salt",11889.0,"Turnips, cooked, boiled, drained, with salt",9057.0,"Boysenberries, frozen, unsweetened",770.0,30.84,30.419999999999998,95.55,52.7
19,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",18248.0,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",18241.0,"Croissants, cheese",11081.0,"Beets, cooked, boiled, drained",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",1289.0,33.66,71.79000000000002,129.87,58.839999999999996
20,1071.0,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",20005.0,"Barley, pearled, raw",11878.0,"Taro, cooked, with salt",43406.0,Yeast extract spread,9286.0,"Pomegranates, raw",956.0,39.59,16.060000000000002,168.57,33.69
21,1097.0,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",11158.0,"Chrysanthemum, garland, cooked, boiled, drained, without salt",20400.0,"Macaroni, cooked, unenriched",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",9174.0,"Loquats, raw",384.0,17.97,2.0900000000000003,77.96,16.99
22,1043.0,"Cheese, pasteurized process, pimento",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",28001.0,"KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Mixed Berry Granola",11841.0,"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",1025.0,32.06,45.309999999999995,125.71000000000001,61.209999999999994
23,17419.0,"Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, cooked, fast roasted",11447.0,"Sesbania flower, raw",1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,11409.0,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",873.0,33.4,42.32,93.92,45.23
24,5338.0,"USDA Commodity, Chicken, canned, meat only, with broth",9183.0,"Melons, casaba, raw",18241.0,"Croissants, cheese",11081.0,"Beets, cooked, boiled, drained",9183.0,"Melons, casaba, raw",647.0,35.51,25.97,70.35000000000001,30.720000000000002
25,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",11732.0,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",18215.0,"Crackers, cheese, sandwich-type with peanut butter filling",11870.0,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",9309.0,"Rhubarb, frozen, uncooked",633.0,18.580000000000002,28.91,79.40999999999998,16.5
26,5068.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",28275.0,"MURRAY, Old Fashioned Gingersnaps Cookies",11758.0,"Carrots, canned, no salt added, solids and liquids",11732.0,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",9434.0,"Guanabana nectar, canned",818.0,34.25000000000001,30.6,102.27000000000001,48.16
27,10861.0,"Pork, cured, bacon, cooked, microwaved",11378.0,"Potatoes, mashed, dehydrated, flakes without milk, dry form",11712.0,"Bamboo shoots, cooked, boiled, drained, with salt",11124.0,"Carrots, raw",9011.0,"Apples, dried, sulfured, uncooked",1125.0,50.739999999999995,35.309999999999995,158.64,65.28999999999999
28,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",11567.0,"Turnips, frozen, cooked, boiled, drained, without salt",11246.0,"Leeks, (bulb and lower leaf-portion), raw",11359.0,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",9309.0,"Rhubarb, frozen, uncooked",585.0,22.78,31.269999999999996,56.120000000000005,13.15
29,17437.0,"Veal, loin, chop, separable lean and fat, cooked, grilled",11754.0,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",28080.0,"KEEBLER, FUDGE SHOPPE, Deluxe Grahams Cookies",11914.0,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",9445.0,"Kiwifruit, gold, raw",875.0,37.93999999999999,36.74,105.1,49.11
30,1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",18314.0,"Pie, coconut cream, prepared from mix, no-bake type",11850.0,"Radishes, oriental, cooked, boiled, drained, with salt",11236.0,"Kale, frozen, cooked, boiled, drained, without salt",9056.0,"Boysenberries, canned, heavy syrup",472.0,10.45,21.7,64.27,8.22
31,10888.0,"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",11147.0,"Chard, swiss, raw",11521.0,"Taro leaves, cooked, steamed, without salt",11484.0,"Squash, winter, acorn, cooked, boiled, mashed, without salt",9174.0,"Loquats, raw",227.0,20.09,4.67,31.509999999999998,2.0100000000000002
32,7052.0,"Pastrami, turkey",28186.0,"KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar",18608.0,"KEEBLER, KEEBLER Chocolate Graham SELECTS",11046.0,"Beans, navy, mature seeds, sprouted, raw",9434.0,"Guanabana nectar, canned",1112.0,36.06,33.080000000000005,176.82000000000002,47.21
33,23439.0,"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",20033.0,"Oat bran, raw",28274.0,"MURRAY, Honey Graham",11848.0,"Pumpkin leaves, cooked, boiled, drained, with salt",9252.0,"Pears, raw",969.0,55.65,29.599999999999998,160.80999999999997,33.89
34,17222.0,"Veal, variety meats and by-products, tongue, raw",11362.0,"Potatoes, raw, skin",11192.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",11199.0,"Yardlong bean, raw",9011.0,"Apples, dried, sulfured, uncooked",576.0,26.650000000000002,6.680000000000001,108.91,60.419999999999995
35,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",11238.0,"Mushrooms, shiitake, raw",11828.0,"Potatoes, baked, flesh and skin, with salt",11109.0,"Cabbage, raw",9362.0,"Cherries, sour, canned, water pack, drained",524.0,23.570000000000004,26.56,52.75,19.340000000000003
36,1200.0,Reddi Wip Fat Free Whipped Topping,9056.0,"Boysenberries, canned, heavy syrup",9445.0,"Kiwifruit, gold, raw",11777.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",9147.0,"Jujube, dried",678.0,12.09,7.16,154.87,30.21
37,23108.0,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",11521.0,"Taro leaves, cooked, steamed, without salt",1215.0,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",11361.0,"Potatoes, roasted, salt added in processing, frozen, unprepared",9147.0,"Jujube, dried",863.0,45.230000000000004,29.06,114.72999999999999,8.709999999999999
38,1043.0,"Cheese, pasteurized process, pimento",20648.0,"Sorghum flour, whole-grain",11791.0,"Kale, frozen, cooked, boiled, drained, with salt",11281.0,"Okra, frozen, cooked, boiled, drained, without salt",9013.0,"Apples, dried, sulfured, stewed, with added sugar",876.0,35.230000000000004,35.34,110.74000000000001,6.7700000000000005
39,10921.0,"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",1043.0,"Cheese, pasteurized process, pimento",1035.0,"Cheese, provolone",11567.0,"Turnips, frozen, cooked, boiled, drained, without salt",9252.0,"Pears, raw",930.0,64.67999999999999,63.330000000000005,28.14,17.97
40,1260.0,"Cheese, cheddar, reduced fat",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",20400.0,"Macaroni, cooked, unenriched",11358.0,"Potatoes, red, flesh and skin, baked",9301.0,"Rambutan, canned, syrup pack",740.0,36.69,21.849999999999998,101.61,2.25
41,10103.0,"Pork, fresh, variety meats and by-products, heart, raw",11711.0,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",11220.0,"Gourd, dishcloth (towelgourd), raw",11563.0,"Tree fern, cooked, without salt",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",243.0,20.229999999999997,4.83,31.880000000000003,13.27
42,5696.0,"Turkey from whole, enhanced, light meat, meat only, raw",1179.0,"Sour cream, light",11863.0,"Squash, winter, all varieties, cooked, baked, with salt",11703.0,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",405.0,29.45,13.209999999999999,47.489999999999995,4.41
43,10861.0,"Pork, cured, bacon, cooked, microwaved",11058.0,"Beans, snap, canned, all styles, seasoned, solids and liquids",28274.0,"MURRAY, Honey Graham",11359.0,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",9150.0,"Lemons, raw, without peel",1116.0,49.18,52.809999999999995,112.94999999999999,24.71
44,1070.0,"Dessert topping, powdered",18174.0,"Cookies, graham crackers, chocolate-coated",1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,11505.0,"Sweet potato leaves, raw",9252.0,"Pears, raw",1328.0,16.25,78.37,149.86999999999998,105.99000000000001
45,10861.0,"Pork, cured, bacon, cooked, microwaved",1083.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",1070.0,"Dessert topping, powdered",11762.0,"Cauliflower, frozen, cooked, boiled, drained, with salt",9434.0,"Guanabana nectar, canned",1172.0,49.10999999999999,75.39999999999999,76.07999999999998,66.07
46,10110.0,"Pork, fresh, variety meats and by-products, liver, raw",20020.0,"Cornmeal, whole-grain, yellow",9293.0,"Plums, dried (prunes), stewed, with added sugar",11096.0,"Broccoli raab, raw",9013.0,"Apples, dried, sulfured, stewed, with added sugar",725.0,33.97,8.02,135.82,1.02
47,7279.0,HORMEL WRANGLER Beef Franks,9309.0,"Rhubarb, frozen, uncooked",20020.0,"Cornmeal, whole-grain, yellow",11889.0,"Turnips, cooked, boiled, drained, with salt",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",783.0,22.29,29.529999999999998,111.92999999999999,6.4
48,17199.0,"Lamb, variety meats and by-products, liver, raw",43543.0,"Milk, imitation, non-soy",1129.0,"Egg, whole, cooked, hard-boiled",11467.0,"Squash, summer, crookneck and straightneck, raw",9147.0,"Jujube, dried",646.0,39.27,19.0,85.67999999999999,9.3
49,10134.0,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",18443.0,"Pie, apple, commercially prepared, unenriched flour",11803.0,"Okra, cooked, boiled, drained, with salt",11432.0,"Radishes, oriental, dried",9286.0,"Pomegranates, raw",758.0,34.27,18.630000000000003,122.08,53.39
50,7051.0,"Olive loaf, pork",18141.0,"Cake, yellow, commercially prepared, with vanilla frosting",11046.0,"Beans, navy, mature seeds, sprouted, raw",11409.0,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",1123.0,24.680000000000003,53.95,143.38,41.79
51,23225.0,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",11243.0,"Mushrooms, portabella, grilled",18403.0,"Waffles, plain, frozen, ready -to-heat, toasted",11803.0,"Okra, cooked, boiled, drained, with salt",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",648.0,30.710000000000004,28.96,69.86,17.990000000000002
52,5190.0,"Turkey, all classes, back, meat and skin, cooked, roasted",1215.0,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",11924.0,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",11828.0,"Potatoes, baked, flesh and skin, with salt",9383.0,"Tangerines, (mandarin oranges), canned, juice pack, drained",740.0,60.54,35.75,50.72,17.45
53,7909.0,"Luncheon meat, pork and chicken, minced, canned, includes SPAM Lite",18414.0,"Bread, raisin, unenriched",20008.0,Buckwheat,11293.0,"Onions, welsh, raw",9124.0,"Grapefruit juice, white, canned, sweetened",893.0,38.86,22.189999999999998,142.78,14.469999999999999
54,1043.0,"Cheese, pasteurized process, pimento",11802.0,"New zealand spinach, cooked, boiled, drained, with salt",1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",11871.0,"Succotash, (corn and limas), cooked, boiled, drained, with salt",9148.0,"Kiwifruit, green, raw",620.0,32.79,35.940000000000005,47.69,14.91
55,42303.0,"Cheese, muenster, low fat",9415.0,"Pears, raw, green anjou",28191.0,"KELLOGG'S, SPECIAL K, Savory Herb Crackers",11092.0,"Broccoli, frozen, chopped, unprepared",9286.0,"Pomegranates, raw",852.0,40.52,29.160000000000004,116.57000000000001,38.85
56,1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",9507.0,"Juice Smoothie, NAKED JUICE, MIGHTY MANGO",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",11274.0,"Mustard spinach, (tendergreen), raw",9316.0,"Strawberries, raw",215.0,7.14,3.9399999999999995,40.59,31.240000000000002
57,17434.0,"Veal, seam fat only, cooked",11521.0,"Taro leaves, cooked, steamed, without salt",20624.0,"Wheat flour, white (industrial), 9% protein, bleached, unenriched",11352.0,"Potatoes, flesh and skin, raw",9272.0,"Pineapple, frozen, chunks, sweetened",1059.0,25.19,52.2,123.11999999999999,22.42
58,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",18931.0,"USDA Commodity, Bakery, Flour Mix Low-fat",18301.0,"Pie, apple, commercially prepared, enriched flour",31029.0,"Potatoes, french fried, wedge cut, frozen, unprepared",9021.0,"Apricots, raw",1170.0,50.03,24.28,190.12,77.42
59,42258.0,"Cheese product, pasteurized process, cheddar, reduced fat",28080.0,"KEEBLER, FUDGE SHOPPE, Deluxe Grahams Cookies",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",11908.0,"Corn, sweet, white, canned, vacuum pack, regular pack",9057.0,"Boysenberries, frozen, unsweetened",963.0,25.450000000000003,40.769999999999996,130.32999999999998,52.209999999999994
60,15267.0,"Fish, pollock, Alaska, untreated, cooked",28035.0,"GIRL SCOUTS, Thin Mints Cookies",20650.0,"Sorghum flour, refined, unenriched",11174.0,"Corn, sweet, yellow, canned, cream style, regular pack",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",1047.0,35.77,26.220000000000002,171.42999999999998,43.98
61,17200.0,"Lamb, variety meats and by-products, liver, cooked, braised",18974.0,"KASHI, TLC, Honey Sesame Crackers",11738.0,"Broadbeans, immature seeds, cooked, boiled, drained, with salt",11243.0,"Mushrooms, portabella, grilled",9144.0,"Jackfruit, raw",804.0,49.06999999999999,20.93,112.52,37.44
62,1200.0,Reddi Wip Fat Free Whipped Topping,11734.0,"Beets, cooked, boiled. drained, with salt",11286.0,"Onions, yellow, sauteed",11274.0,"Mustard spinach, (tendergreen), raw",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",407.0,8.2,16.41,61.489999999999995,38.16
63,5292.0,"Turkey patties, breaded, battered, fried",11400.0,"Potatoes, frozen, whole, unprepared",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",11660.0,"Tomatoes, red, ripe, cooked, stewed",9124.0,"Grapefruit juice, white, canned, sweetened",588.0,19.509999999999998,21.08,83.58,12.129999999999999
64,5091.0,"Chicken, broilers or fryers, thigh, meat and skin, raw",11754.0,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",11362.0,"Potatoes, raw, skin",11818.0,"Peas and onions, frozen, cooked, boiled, drained, with salt",9057.0,"Boysenberries, frozen, unsweetened",386.0,24.29,17.330000000000002,35.29,11.489999999999998
65,1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",11790.0,"Kale, cooked, boiled, drained, with salt",28085.0,"KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipped, Reduced Fat",43144.0,"Cabbage, mustard, salted",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",1088.0,59.11,29.87,147.95999999999998,79.58
66,15162.0,"Mollusks, clam, mixed species, canned, liquid",18432.0,"Bread, white, commercially prepared, toasted, low sodium no salt",1083.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",11254.0,"Lotus root, raw",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",578.0,15.99,5.459999999999999,117.7,38.83
67,1166.0,"Cheese, mexican, queso asadero",18103.0,"Coffeecake, cheese",18348.0,"Rolls, dinner, whole-wheat",11831.0,"Potatoes, boiled, cooked in skin, flesh, with salt",9183.0,"Melons, casaba, raw",1076.0,41.279999999999994,48.36000000000001,124.97999999999999,17.89
68,15022.0,"Fish, cusk, raw",28198.0,"MOTHER'S, Double Fudge Creme Sandwich Cookies",28171.0,"KELLOGG'S, POP-TARTS, Frosted Pumpkin Pie Toaster Pastries",11643.0,"Squash, winter, all varieties, raw",9252.0,"Pears, raw",1029.0,30.299999999999997,31.86,164.42,73.65
69,15017.0,"Fish, cod, Atlantic, canned, solids and liquid",20020.0,"Cornmeal, whole-grain, yellow",28216.0,"MURRAY, Old Fashioned Iced Oatmeal Cookies",11711.0,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",9445.0,"Kiwifruit, gold, raw",1005.0,37.95,22.689999999999998,166.43999999999997,46.07000000000001
70,5733.0,"Turkey, retail parts, breast, meat and skin, cooked, roasted",1035.0,"Cheese, provolone",11198.0,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",11908.0,"Corn, sweet, white, canned, vacuum pack, regular pack",9041.0,"Bananas, dehydrated, or banana powder",974.0,63.49000000000001,34.56,116.91,47.86
71,1226.0,"Egg substitute, liquid or frozen, fat free",1089.0,"Milk, low sodium, fluid",11248.0,"Lentils, sprouted, raw",11157.0,"Chrysanthemum, garland, raw",9055.0,"Blueberries, frozen, sweetened",324.0,25.82,4.7,53.57,26.18
72,1178.0,"Sour cream, reduced fat",9124.0,"Grapefruit juice, white, canned, sweetened",18032.0,"Bread, irish soda, prepared from recipe",11136.0,"Cauliflower, cooked, boiled, drained, without salt",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",576.0,16.599999999999998,19.74,87.39,22.16
73,1186.0,"Cheese, cream, fat free",1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",18486.0,"Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted raspberry",11349.0,Poi,9503.0,"Apples, raw, gala, with skin",1003.0,37.38,37.489999999999995,128.75,57.23
74,13327.0,"Beef, variety meats and by-products, liver, cooked, pan-fried",9229.0,"Papaya nectar, canned",28057.0,"KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies",11192.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",9150.0,"Lemons, raw, without peel",858.0,37.36000000000001,29.61,114.60999999999999,51.93999999999999
75,1266.0,"Cheese, Swiss, nonfat or fat free",11224.0,"Hyacinth-beans, immature seeds, raw",28142.0,"KEEBLER, TOWN HOUSE, Original Crackers",11203.0,"Cress, garden, raw",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",828.0,38.39,30.63,103.14,16.310000000000002
76,23439.0,"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",18028.0,"Bread, egg, toasted",11788.0,"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",704.0,47.89000000000001,17.049999999999997,90.33000000000001,29.790000000000003
77,7927.0,"Sausage, Italian, turkey, smoked",28098.0,"KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butter",11982.0,"Peppers, pasilla, dried",11474.0,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",9340.0,"Pears, asian, raw",1084.0,36.080000000000005,53.43,131.17000000000002,47.08
78,17200.0,"Lamb, variety meats and by-products, liver, cooked, braised",1219.0,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",11616.0,"Dock, raw",9229.0,"Papaya nectar, canned",506.0,38.190000000000005,11.22,65.07000000000001,16.81
79,5661.0,"Chicken, liver, all classes, cooked, pan-fried",28264.0,"KEEBLER, Oatmeal Cookies",11029.0,"Beans, kidney, mature seeds, sprouted, raw",11950.0,"Mushrooms, enoki, raw",9011.0,"Apples, dried, sulfured, uncooked",959.0,40.67000000000001,27.64,146.61,88.31
80,5726.0,"Turkey, thigh, from whole bird, enhanced, meat only, raw",11734.0,"Beets, cooked, boiled. drained, with salt",28134.0,"KEEBLER, TOASTEDS, Party Pack Cracker Assortment",11058.0,"Beans, snap, canned, all styles, seasoned, solids and liquids",9503.0,"Apples, raw, gala, with skin",714.0,28.529999999999998,27.62,91.68,25.630000000000003
81,1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",11253.0,"Lettuce, green leaf, raw",18374.0,"Leavening agents, yeast, baker's, compressed",11487.0,"Squash, winter, butternut, frozen, unprepared",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",316.0,15.02,5.51,60.38000000000001,25.56
